0,-0.0625
1,-0.0625
2,0.0625
3,-0.047799759
4,-0.044221286
5,327.4320068
6,203.8686371
7,205.8521729
8,-0.0625
9,0
10,0.035233423
11,-0.001871991
12,214.6326141
13,220.2316895
14,221.1197968
15,219.1244965
16,215.5931854
17,217.3889313
18,197.9663391
19,203.0272675
20,206.2576904
21,201.4390106
22,202.8863525
23,205.5418396
24,203.4960938
25,199.9311523
26,197.011322
27,203.78685
28,207.5107117
29,199.803299
30,201.2781219
31,-0.037059493
32,-0.094957039
33,0.015122273
34,0.080227599
35,-0.031782258
36,0.025804739
37,-0.058427133
38,-0.090957768
39,0.001494203
40,-0.031125499
41,0.011284964
42,200.934433
43,194.2204285
44,206.5151825
45,199.3260498
46,200.6700287
47,200.9964142
48,0.000759311
49,0.038313579
50,-0.02187085
51,-0.047047764
52,200.7109375
53,96.97728729
54,202.6272278
55,198.3323975
56,195.1153564
57,199.2970886
58,201.2727356
59,197.3650818
60,199.8335114
61,196.1486664
62,200.6694031
63,-0.004741886
64,0.012284057
65,-0.049466971
66,0.03863829
67,-0.02508135
68,-0.044956665
69,-0.0625
70,0
71,-0.010942248
72,0.007284092
73,0
74,-0.011988775
75,0
76,198.4233856
77,202.6690063
78,204.2015381
79,200.0515594
80,200.8577881
81,196.5504608
82,202.0335388
83,200.6044159
84,199.657547
85,204.3412628
86,201.0805359
87,199.1597137
88,201.2948914
89,199.1411438
90,201.2417145
91,204.0873413
92,0.0625
93,200.0411682
94,202.0411377
95,0.091558762
96,0.228533238
97,0.004743526
98,0.128424034
99,0.010124905
100,301.7203979
101,194.7598267
102,202.3749695
103,0.0625
104,195.066864
105,200.1050415
106,199.3802795
107,298.2078552
108,197.9920959
109,205.1325836
110,201.3069916
111,202.2546997
112,201.2321167
113,0.044562817
114,0.0625
115,0
116,0.03602824
117,-0.011990736
118,-0.0625
119,0.000196091
120,0
121,-0.035303347
122,-0.03587433
123,-0.029844968
124,0.125
125,250.7631683
126,250.6014862
127,302.1119385
128,274.8074646
129,248.4116516
130,197.707077
131,197.1970825
132,199.3803864
133,195.0848694
134,197.4898224
135,197.89328
136,202.0781097
