0,578.9415894
1,579.2111206
2,580.1175537
3,580.7021484
4,581.8318481
5,582.1375122
6,582.885376
7,583.7302246
8,584.6660767
9,586.0432129
10,587.6863403
11,586.7070313
12,585.199585
13,583.0531006
14,580.8313599
15,580.1956177
16,580.4186401
17,580.2963257
18,580.225647
19,580.0098267
20,579.7562256
21,579.1851807
22,576.2320557
23,576.0580444
24,576.3249512
25,575.9806519
26,576.2480469
27,575.4898682
28,575.5137939
29,576.2507935
30,577.1696167
31,577.2196045
32,574.9674683
33,575.2337646
34,575.737854
35,576.9770508
36,577.2058716
37,577.1876221
38,576.9750366
39,575.8562012
40,575.2363281
41,573.3295288
42,574.4355469
43,574.7915649
44,574.6923828
45,574.5966797
46,574.2415161
47,574.0112305
48,574.8552246
49,575.2336426
50,574.7888184
51,574.2425537
52,575.1994629
53,575.4859009
54,576.2862549
55,574.1394653
56,573.7972412
57,573.9346924
58,574.8862305
59,577.0075684
60,577.1812134
61,577.4440918
62,576.9613037
63,575.4742432
64,575.6588135
65,573.8068237
66,574.5854492
67,574.8652344
68,574.4261475
69,574.4841309
70,574.4724121
71,574.5592651
72,574.5874023
73,574.8457642
74,574.8947754
75,574.559021
76,574.5361328
77,574.3755493
78,574.3129883
79,574.3952637
80,574.5418091
81,575.008606
82,575.4466553
83,576.3323364
84,577.0286865
85,576.9822388
86,576.2442017
87,575.6747437
88,575.2333984
89,573.125061
90,572.9013062
91,573.184082
92,573.4584961
93,574.1069336
94,574.3309326
95,574.7567749
96,574.104248
97,574.1306763
98,575.1245117
99,575.2321777
100,575.1970825
101,574.7106934
102,575.2056274
103,575.1934814
104,575.5653076
105,575.6607666
106,574.9494019
107,573.4935913
108,574.7023926
109,577.0454712
110,572.9280396
111,573.1222534
112,574.7434082
113,575.2397461
114,575.5137329
115,575.3405151
116,575.4239502
117,574.9370728
118,575.4207153
119,574.5194702
120,576.8944092
121,577.1328125
122,577.1072388
123,576.5895996
124,580.9382324
125,581.3867798
126,583.3931274
127,583.765625
128,583.548584
129,582.8285522
130,582.3795776
131,575.1320801
132,596.4279785
133,582.0325928
134,574.9689331
135,572.3779297
136,567.7214355
137,576.9553833
138,573.9575806
139,574.0544434
140,576.7514038
141,578.0808105
142,578.0651245
143,577.9051514
144,578.2095947
145,578.399353
146,578.6219482
147,578.5845337
148,578.6360474
149,578.8450317
150,578.748291
151,578.8074951
